District_Original,District_Mapped,district_name,state_name,disruption_rate_pct,piped_water_coverage_pct,reliability_gap,mean_wvi_score,mean_cci_score,mean_idi_score,district_typology
CHENNAI,CHENNAI,Chennai,Tamil Nadu,19.70734438115614,45.93174967639875,-4.84240112094459,13.23263335654346,70.05092714158802,5.745540873515141,Low Coverage High Disruption (Traditional Vulnerability)
COIMBATORE,COIMBATORE,Coimbatore,Tamil Nadu,41.56199367873853,98.37739176963768,18.89457225206172,22.70197962757306,63.70431770787431,6.911093542518227,High Coverage High Disruption (Reliability Gap)
CUDDALORE,CUDDALORE,Cuddalore,Tamil Nadu,15.088647450766803,82.37531275353143,-6.979650103073173,35.99856152944753,60.38427972834012,5.8643536485897,High Coverage Low Disruption (Success)
DHARMAPURI,DHARMAPURI,Dharmapuri,Tamil Nadu,33.839856477882584,92.90561196314157,12.253770279393152,39.99717622710852,52.29760756674905,6.006978780158912,High Coverage High Disruption (Reliability Gap)
DINDIGUL,DINDIGUL,Dindigul,Tamil Nadu,39.13952576010065,90.9514062275234,18.331939296093022,36.145145321484186,53.691859630230994,6.316089184182837,High Coverage High Disruption (Reliability Gap)
ERODE,ERODE,Erode,Tamil Nadu,20.5212617758334,91.76514820502804,-1.8823589103840457,34.630359218254775,57.82917672855812,6.159180933015101,High Coverage High Disruption (Reliability Gap)
K>NCHIPURAM,KANCHEEPURAM,Kancheepuram,Tamil Nadu,18.987977001906135,66.38071423334173,-4.002775319500106,26.139435639470957,63.55438268361009,5.773738580771024,High Coverage High Disruption (Reliability Gap)
KALLAKKURICHI,VILLUPURAM,,,,,,,,,
KANY>KUMARI,KANYAKUMARI,,,,,,,,,
KAR@R,KARUR,Karur,Tamil Nadu,32.29462976736252,94.80703264265854,11.348038815500717,35.84653856663416,54.484348001297455,6.276428978729122,High Coverage High Disruption (Reliability Gap)
MADURAI,MADURAI,Madurai,Tamil Nadu,20.028983780675123,83.08250989066435,-2.9412589578905504,25.426328165236615,61.46024345963607,6.384773665601939,High Coverage High Disruption (Reliability Gap)
N|LGIRIS,NILGIRIS,,,,,,,,,
N>GAPATTINAM,NAGAPATTINAM,Nagapattinam,Tamil Nadu,31.180430233001516,88.49597228159725,10.790255271621149,38.74232217199604,53.79904886991963,5.999169100279949,High Coverage High Disruption (Reliability Gap)
N>MAKKAL,NAMAKKAL,Namakkal,Tamil Nadu,32.96112295079991,89.34839068630666,10.502975853795508,32.12108768782928,58.13192768632222,6.1948179000952,High Coverage High Disruption (Reliability Gap)
PERAMBAL@R,PERAMBALUR,Perambalur,Tamil Nadu,34.44597317003354,93.03955142429038,12.476329257188166,39.29767665948944,54.884385020446,6.118191486978041,High Coverage High Disruption (Reliability Gap)
PUDUKKOTTAI,PUDUKKOTTAI,Pudukkottai,Tamil Nadu,27.30480570706031,80.5510521678716,5.954243379357102,38.81229183186748,55.06614371199033,5.671078534576424,High Coverage High Disruption (Reliability Gap)
R>MAN>THAPURAM,RAMANATHAPURAM,Ramanathapuram,Tamil Nadu,40.54043850468947,76.26473389617371,18.719845518728608,35.89529325580113,55.34276354946357,5.697256462068385,High Coverage High Disruption (Reliability Gap)
R>NIPPETTAI,VELLORE,Vellore,Tamil Nadu,26.78799113250386,84.2163817701994,3.7465711986461585,32.46651433172791,63.12300363458083,6.191178794285915,High Coverage High Disruption (Reliability Gap)
SALEM,SALEM,Salem,Tamil Nadu,24.71487664982756,92.64103277491895,3.178167526268006,32.57471597835927,58.003477767638934,6.344033758197252,High Coverage High Disruption (Reliability Gap)
SIVAGANGA,SIVAGANGA,Sivaganga,Tamil Nadu,16.026016326360267,84.6408351563288,-6.105560885049453,34.16691836170377,59.924970543878025,6.244862761473948,High Coverage Low Disruption (Success)
TENI,THENI,Theni,Tamil Nadu,36.63229746379779,95.43462423044924,14.350914373843125,29.11432690047787,59.15290529100725,6.9617330620692535,High Coverage High Disruption (Reliability Gap)
TENKASI,TIRUNELVELI,Tirunelveli,Tamil Nadu,46.8787678561715,94.58439085871258,25.09427160945397,31.900223616948647,55.49850012765281,6.564462816019692,High Coverage High Disruption (Reliability Gap)
THANJ>V@R,THANJAVUR,Thanjavur,Tamil Nadu,9.219791233748916,89.87231618805635,-13.291477009674468,33.59641997019628,59.643453338832515,6.049407735231869,High Coverage Low Disruption (Success)
THIRUV>R@R,TIRUVARUR,,,,,,,,,
TIRUCHIR>PALLI,TRICHY,,,,,,,,,
TIRUNELVELI,TIRUNELVELI,Tirunelveli,Tamil Nadu,46.8787678561715,94.58439085871258,25.09427160945397,31.900223616948647,55.49850012765281,6.564462816019692,High Coverage High Disruption (Reliability Gap)
TIRUPP@R,TIRUPPUR,Tiruppur,Tamil Nadu,41.05585203469472,95.53941319541016,19.03584380193759,28.64655904794824,59.948204981995666,6.630158418454145,High Coverage High Disruption (Reliability Gap)
TIRUPPATT@R,VELLORE,Vellore,Tamil Nadu,26.78799113250386,84.2163817701994,3.7465711986461585,32.46651433172791,63.12300363458083,6.191178794285915,High Coverage High Disruption (Reliability Gap)
TIRUVALL@R,THIRUVALLUR,Thiruvallur,Tamil Nadu,11.797029129939926,58.01477127465476,-11.945470813873383,23.730290694215036,64.77169859080662,5.469789023728316,High Coverage Low Disruption (Success)
TIRUVANN>MALAI,THIRUVANNAMALAI,,,,,,,,,
TUTICORIN,TUTICORIN,,,,,,,,,
VELLORE,VELLORE,Vellore,Tamil Nadu,26.78799113250386,84.2163817701994,3.7465711986461585,32.46651433172791,63.12300363458083,6.191178794285915,High Coverage High Disruption (Reliability Gap)
VILLUPURAM,VILLUPURAM,,,,,,,,,
VIRUDHUNAGAR,VIRUDHUNAGAR,Virudhunagar,Tamil Nadu,32.37137273679059,83.4683619681285,11.079293256454392,31.907266615412674,56.63551997333039,6.571905376776792,High Coverage High Disruption (Reliability Gap)
KRISHNAGIRI,KRISHNAGIRI,Krishnagiri,Tamil Nadu,29.426020351066544,83.45418035894774,6.9832993234483425,36.695516543098655,56.90470153559467,5.82022389690879,High Coverage High Disruption (Reliability Gap)
DISPUTED (NIMACH & CHITTAURGARH ),NEEMUCH,Neemuch,Madhya Pradesh,22.146737036701435,79.44633077775498,1.2103359872427113,42.66917252367989,59.542350620589055,5.279965299283498,High Coverage High Disruption (Reliability Gap)
DISPUTED (B>R>N & SHEOPUR,BARAN,Baran,Unknown State,8.167991601905292,66.27900948484567,-12.335070130541247,42.91998182638994,55.41470732251451,4.410837317999727,High Coverage Low Disruption (Success)
DISPUTED (S>BAR K>NTHA & UDAIPUR),SABARKANTHA,,,,,,,,,
DISPUTED (S>BAR K>NTHA & SIROHI),SABARKANTHA,,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli,Dadra & Nagar Haveli and Daman & Diu,6.7134784851287375,51.10919730453867,-12.149448927063778,44.89993787160581,55.17354633304716,4.436667237610335,Low Coverage Low Disruption (Resilient)
BAKSA,BAKSA,Baksa,Assam,11.295582910324825,1.2759247100456754,-5.928653797325866,55.85386940535359,46.43134958196699,1.1594701491690536,Low Coverage Low Disruption (Resilient)
BARPETA,BARPETA,Barpeta,Assam,7.685893844184055,2.42011159289853,-10.490161852552074,48.52303604298247,46.94637840197232,1.353143643243688,Low Coverage Low Disruption (Resilient)
BISWANATH,BISWANATH,Biswanath,Assam,7.370966782977609,8.711557384551043,-10.387679649319596,52.93378520586813,47.94002868572531,1.6096866820795317,Low Coverage Low Disruption (Resilient)
BONGAIGAON,BONGAIGAON,Bongaigaon,Assam,3.977143065599102,8.26482874027805,-14.665249786849174,47.6217712031841,49.74321352854293,1.709025543626046,Low Coverage Low Disruption (Resilient)
CACHAR,CACHAR,Cachar,Assam,10.109338509734958,37.0917673384878,-7.540558642341999,48.53216778340979,47.3880892877595,3.199219284300989,Low Coverage Low Disruption (Resilient)
CHARAIDEO,CHARAIDEO,Charaideo,Assam,8.173813597986435,16.70258651219602,-9.583038895211384,51.15082527145744,46.973947900391074,2.0408364087533,Low Coverage Low Disruption (Resilient)
CHIRANG,CHIRANG,Chirang,Assam,6.4030444831205315,3.8896556353749183,-10.574005457921348,54.9073381574036,45.912624153719754,1.3201839103766817,Low Coverage Low Disruption (Resilient)
DARRANG,DARRANG,Darrang,Assam,12.816783749031847,2.191853566988637,-5.358417858691116,49.30431336462576,46.12006930619287,1.2482577434693187,Low Coverage Low Disruption (Resilient)
DHEMAJI,DHEMAJI,Dhemaji,Assam,5.102238251584687,3.968228322959921,-11.31439049702681,56.06353941737884,45.99270178844262,1.3820219256690776,Low Coverage Low Disruption (Resilient)
DHUBRI,DHUBRI,Dhubri,Assam,6.809466329030961,2.5554217919535867,-10.446339132525328,49.25401177245482,44.03817725953558,1.363493903755462,Low Coverage Low Disruption (Resilient)
DIBRUGARH,DIBRUGARH,Dibrugarh,Assam,5.351738220572337,14.759590005426118,-14.08658842105175,44.52408826687545,53.521201695253,2.1268689880676104,Low Coverage Low Disruption (Resilient)
DIM> H>SAO,DIMA HASAO,Dima Hasao,Assam,20.220505851150815,39.5703715320749,2.0556439158619,45.620950680792646,53.684549690741385,3.722963033774063,Low Coverage High Disruption (Traditional Vulnerability)
GOALPARA,GOALPARA,Goalpara,Assam,7.3472914869715105,4.765565881351111,-9.941261568159362,50.58447992240925,45.55483195999297,1.4307289085725698,Low Coverage Low Disruption (Resilient)
GOLAGHAT,GOLAGHAT,Golaghat,Assam,10.53758340730292,17.336886870688105,-7.320955092276977,51.3588038670855,47.16641180265341,2.132379172305131,Low Coverage Low Disruption (Resilient)
HAILAKANDI,HAILAKANDI,Hailakandi,Assam,12.731967650216887,10.334239136540448,-4.348209209466525,53.70943846119974,45.301712361538954,1.5274603670252291,Low Coverage Low Disruption (Resilient)
HOJAI,HOJAI,Hojai,Assam,8.36857117312113,7.203425433997291,-9.12346057511058,45.93379319551068,48.095920062723465,1.7633218563262554,Low Coverage Low Disruption (Resilient)
JORHAT,JORHAT,Jorhat,Assam,13.972318692212616,39.18251491538598,-6.019745330964113,40.632100674571305,54.00759530587229,3.4766062189949403,Low Coverage Low Disruption (Resilient)
KAMRUP METRO,KAMRUP METROPOLITAN,Kamrup Metropolitan,Assam,18.71597034401928,48.59684948045781,-2.283802477868054,23.350642836117057,60.873334277078506,4.62867874973055,Low Coverage High Disruption (Traditional Vulnerability)
KAMRUP RURAL,KAMRUP,Kamrup,Assam,9.745733743435512,7.536100131033921,-9.700016643896577,46.88932172143752,52.5815902787325,1.5904452043796569,Low Coverage Low Disruption (Resilient)
KARBI ANGLONG,KARBI ANGLONG,Karbi Anglong,Assam,7.557290087763503,8.409486588110873,-9.443229482666313,53.636167655420614,48.63286119319845,1.671535665273421,Low Coverage Low Disruption (Resilient)
KARIMGANJ,KARIMGANJ,Karimganj,Assam,15.159294422051154,7.127651435470986,-2.071038773398513,52.588183940935906,44.05908728754146,1.4303570557068117,Low Coverage Low Disruption (Resilient)
KOKRAJHAR,KOKRAJHAR,Kokrajhar,Assam,5.352484302083868,5.899476921855264,-12.349628129938187,53.31363572184962,47.38020877682232,1.463589019747561,Low Coverage Low Disruption (Resilient)
LAKHIMPUR,LAKHIMPUR,Lakhimpur,Assam,7.393265445691371,10.29038452388598,-10.845051447685163,50.72899597196784,50.00147867044608,1.8908778120984928,Low Coverage Low Disruption (Resilient)
MAJULI,MAJULI,Majuli,Assam,4.546413990398481,3.171941758360961,-12.791441676426723,55.30868915851965,47.71301747723304,1.2340550453381116,Low Coverage Low Disruption (Resilient)
MARIGAON,MORIGAON,Morigaon,Assam,5.508206614346882,7.476752728779649,-11.996170129923016,51.07199370628898,45.770802164338626,1.655648975877947,Low Coverage Low Disruption (Resilient)
NAGAON,NAGAON,Nagaon,Assam,7.305522439475139,6.5839933903922985,-10.769911662758966,48.12230164713141,47.310600590466976,1.5718727915326918,Low Coverage Low Disruption (Resilient)
NALBARI,NALBARI,Nalbari,Assam,12.241815387401624,8.204283548920047,-6.743154879306223,46.32188622432251,49.70834615051548,1.6316586262923192,Low Coverage Low Disruption (Resilient)
SIBSAGAR,SIVASAGAR,Sivasagar,Assam,8.427802103775447,31.04586894364938,-12.45601890670927,42.70424839834014,55.90296628203954,2.855935818122343,Low Coverage Low Disruption (Resilient)
SONITPUR,SONITPUR,Sonitpur,Assam,7.12982022593273,7.224260665774768,-10.859891223276108,49.53787888007647,48.26787167750292,1.5821317848345668,Low Coverage Low Disruption (Resilient)
SOUTH SALMARA MANCACHAR,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Assam,3.364824566431325,5.871299535002426,-13.575411024743046,51.17398786983342,41.119843079034574,1.5262710222455698,Low Coverage Low Disruption (Resilient)
TINSUKIA,TINSUKIA,Tinsukia,Assam,6.262947647173406,16.610052548676375,-12.453813700152311,45.106900273158274,51.16980169555397,2.145538310702421,Low Coverage Low Disruption (Resilient)
UDALGURI,UDALGURI,Udalguri,Assam,7.438909048177051,12.32675206817059,-9.216349207140302,56.149504868163774,44.464840071856074,1.725668978448734,Low Coverage Low Disruption (Resilient)
WEST KARBI ANGLONG,WEST KARBI ANGLONG,West Karbi Anglong,Assam,4.034524115158695,3.741025279387742,-11.387382940501627,61.54845169444609,46.34180067300982,1.435761482695731,Low Coverage Low Disruption (Resilient)
