district_code,state_name,region,n_households,observed_disruption,expected_disruption,rgi,rgi_ci_lower,rgi_ci_upper,rgi_category,typology,piped_coverage,tube_well_coverage,mean_idi,mean_idi_ci_lower,mean_idi_ci_upper,piped_disruption_rate,tube_well_disruption_rate,paradox_ratio,mean_wealth_score,pct_urban,pct_monsoon
165.0,Unknown State,Unknown,969,9.13,7.86,1.27,0.14,2.36,As Expected,RESILIENT POOR,19.13,79.35,20.52,15.31,28.28,11.44,8.47,1.35,-200501.03,30.12,0.0
166.0,Unknown State,Unknown,938,5.16,8.84,-3.68,-5.27,-2.13,As Expected,SAFE,26.04,72.53,23.66,18.13,31.53,7.37,4.47,1.65,110955.95,46.57,0.0
167.0,Unknown State,Unknown,954,9.87,7.41,2.46,1.57,3.48,As Expected,RESILIENT POOR,13.9,80.88,17.99,12.91,25.75,20.62,8.35,2.47,-565949.61,15.14,0.0
168.0,Unknown State,Unknown,969,5.04,10.32,-5.28,-6.05,-4.43,Outperforming,SAFE,27.02,72.34,25.71,20.15,33.58,7.51,4.02,1.87,-354065.92,19.92,0.0
169.0,Unknown State,Unknown,906,6.9,7.3,-0.4,-1.4,0.64,As Expected,RESILIENT POOR,14.93,82.9,16.46,11.49,24.15,18.18,4.92,3.69,-334010.21,22.38,0.0
170.0,Unknown State,Unknown,956,6.52,7.49,-0.96,-1.88,0.24,As Expected,RESILIENT POOR,15.51,83.21,18.6,13.57,26.32,10.7,5.85,1.83,-696353.05,15.52,0.0
171.0,Unknown State,Unknown,938,15.75,10.47,5.28,4.31,6.27,Moderate Failure,RESILIENT POOR,25.2,72.04,25.94,20.42,33.79,30.62,10.44,2.93,-677045.84,11.48,0.0
172.0,Unknown State,Unknown,971,7.14,12.93,-5.78,-6.78,-4.9,Outperforming,SAFE,35.14,62.23,32.6,26.57,40.55,8.1,6.91,1.17,-569399.31,13.57,0.0
173.0,Unknown State,Unknown,904,3.89,5.08,-1.19,-2.37,-0.08,As Expected,SAFE,3.29,93.71,12.7,8.28,20.25,9.3,3.7,2.51,-367808.51,6.89,0.0
174.0,Unknown State,Unknown,898,5.16,5.96,-0.8,-1.76,0.28,As Expected,RESILIENT POOR,8.56,90.8,13.63,8.93,21.28,3.74,5.33,0.7,-650304.26,7.33,0.0
175.0,Unknown State,Unknown,836,7.18,7.92,-0.74,-1.78,0.25,As Expected,RESILIENT POOR,16.22,78.91,18.94,13.86,26.7,13.25,6.11,2.17,-215054.61,25.87,0.0
176.0,Unknown State,Unknown,963,9.71,9.95,-0.24,-1.09,0.66,As Expected,RESILIENT POOR,22.94,74.96,26.4,21.02,34.2,15.04,7.81,1.93,-573122.95,9.81,0.0
177.0,Unknown State,Unknown,911,4.64,3.89,0.75,-0.5,1.85,As Expected,RESILIENT POOR,2.67,97.23,12.43,8.11,19.94,26.3,4.05,6.49,-236760.45,14.11,0.0
178.0,Unknown State,Unknown,908,3.18,4.1,-0.92,-2.04,0.15,As Expected,RESILIENT POOR,2.88,96.37,12.8,8.44,20.28,3.27,3.2,1.02,-476381.28,11.43,0.0
180.0,Unknown State,Unknown,951,14.08,4.71,9.38,8.36,10.69,Moderate Failure,RESILIENT POOR,4.05,94.5,13.92,9.49,21.48,15.4,14.03,1.1,-878756.22,7.22,0.0
181.0,Unknown State,Unknown,969,12.71,4.97,7.75,6.78,8.92,Moderate Failure,RESILIENT POOR,4.36,93.91,14.23,9.78,21.78,19.79,12.17,1.63,-821231.26,4.44,0.0
182.0,Unknown State,Unknown,972,8.58,5.13,3.45,2.43,4.53,As Expected,RESILIENT POOR,6.22,92.75,15.09,10.55,22.71,13.23,8.37,1.58,-596464.27,9.16,0.0
183.0,Unknown State,Unknown,972,19.13,5.41,13.72,12.52,14.9,Severe Failure,RESILIENT POOR,7.14,92.11,15.83,11.28,23.41,22.27,18.93,1.18,-341898.94,6.74,0.0
184.0,Unknown State,Unknown,944,1.98,4.54,-2.56,-3.69,-1.46,As Expected,SAFE,3.91,94.58,13.67,9.22,21.22,5.37,1.68,3.2,-422247.12,8.58,0.0
185.0,Unknown State,Unknown,979,12.1,4.7,7.4,5.98,8.76,Moderate Failure,RESILIENT POOR,4.38,94.27,13.89,9.44,21.43,4.69,12.62,0.37,-178697.34,5.82,0.0
186.0,Unknown State,Unknown,957,3.81,5.0,-1.19,-2.35,-0.14,As Expected,SAFE,6.04,93.02,14.76,10.25,22.32,11.75,3.24,3.63,-349310.88,10.26,0.0
187.0,Unknown State,Unknown,938,3.42,5.4,-1.99,-3.27,-0.69,As Expected,SAFE,6.11,91.53,15.03,10.43,22.63,3.89,3.38,1.15,-268519.81,4.88,0.0
188.0,Unknown State,Unknown,925,3.31,6.79,-3.48,-4.61,-2.45,As Expected,SAFE,12.55,80.84,20.32,15.32,27.94,8.43,2.15,3.91,-71801.06,22.48,0.0
189.0,Unknown State,Unknown,938,8.27,5.11,3.16,1.84,4.44,As Expected,RESILIENT POOR,5.43,92.43,14.88,10.37,22.46,1.79,8.53,0.21,-267493.39,5.57,0.0
190.0,Unknown State,Unknown,939,9.95,5.06,4.9,3.37,6.19,As Expected,RESILIENT POOR,6.52,90.57,15.75,11.16,23.32,22.9,8.69,2.64,-26442.8,12.46,0.0
191.0,Unknown State,Unknown,900,2.92,4.4,-1.49,-2.71,-0.37,As Expected,SAFE,4.3,94.48,13.71,9.26,21.27,3.15,2.84,1.11,-263134.86,11.82,0.0
192.0,Unknown State,Unknown,954,8.83,7.35,1.47,0.39,2.44,As Expected,RESILIENT POOR,16.85,80.5,21.65,16.54,29.41,24.58,5.54,4.44,-102197.06,26.88,0.0
193.0,Unknown State,Unknown,952,9.56,5.82,3.74,2.42,4.9,As Expected,RESILIENT POOR,7.45,89.48,16.76,12.12,24.35,8.72,9.86,0.88,-182360.36,9.32,0.0
194.0,Unknown State,Unknown,970,13.56,5.11,8.45,6.97,9.78,Moderate Failure,RESILIENT POOR,5.83,92.42,14.72,10.21,22.28,26.08,12.94,2.02,-77944.31,9.31,0.0
195.0,Unknown State,Unknown,961,4.85,5.78,-0.93,-2.11,0.17,As Expected,RESILIENT POOR,8.27,90.07,16.15,11.49,23.78,6.62,4.48,1.48,-306686.44,8.24,0.0
196.0,Unknown State,Unknown,925,9.15,7.68,1.47,0.51,2.42,As Expected,RESILIENT POOR,16.44,80.62,19.84,14.78,27.55,18.88,6.85,2.76,-250499.63,22.12,0.0
197.0,Unknown State,Unknown,920,6.14,9.18,-3.04,-4.8,-1.37,As Expected,SAFE,27.05,69.95,24.95,19.4,32.83,11.02,4.51,2.44,367021.07,50.0,0.0
198.0,Unknown State,Unknown,864,6.04,7.31,-1.27,-2.19,-0.34,As Expected,SAFE,13.64,82.36,18.28,13.33,25.99,6.78,6.1,1.11,-255352.84,19.76,0.0
199.0,Unknown State,Unknown,919,9.28,8.56,0.71,-0.17,1.59,As Expected,RESILIENT POOR,18.27,78.34,20.11,14.94,27.89,6.98,9.67,0.72,-204064.21,18.41,0.0
200.0,Unknown State,Unknown,871,8.24,7.4,0.84,-0.17,2.15,As Expected,RESILIENT POOR,10.86,82.98,15.5,10.68,23.15,15.94,7.21,2.21,-727702.43,16.98,0.0
201.0,Unknown State,Unknown,944,8.38,12.07,-3.69,-4.5,-2.94,As Expected,SAFE,33.19,64.09,31.74,25.81,39.65,8.69,7.8,1.11,-197301.71,19.09,0.0
202.0,Unknown State,Unknown,943,6.36,13.72,-7.36,-8.2,-6.63,Outperforming,SAFE,39.24,59.56,35.84,29.68,43.85,5.77,6.88,0.84,-189364.01,19.66,0.0
203.0,Bihar,Central,930,10.66,3.95,6.71,5.58,8.14,Moderate Failure,RESILIENT POOR,2.93,95.39,13.3,8.9,20.83,13.22,10.66,1.24,-779246.22,16.47,0.0
204.0,Bihar,Central,932,4.34,4.89,-0.54,-1.6,0.57,As Expected,RESILIENT POOR,4.91,92.35,14.68,10.14,22.24,8.27,4.15,1.99,-631429.36,11.17,0.0
205.0,Bihar,Central,941,6.23,6.07,0.16,-0.77,1.26,As Expected,RESILIENT POOR,9.07,90.39,17.0,12.33,24.58,9.5,5.94,1.6,-723488.58,5.09,0.0
206.0,Bihar,Central,905,9.9,3.98,5.92,4.9,7.14,Moderate Failure,RESILIENT POOR,1.19,97.83,11.5,7.2,19.0,19.08,9.89,1.93,-769472.63,4.92,0.0
207.0,Bihar,Central,916,11.0,7.55,3.45,2.33,4.77,As Expected,RESILIENT POOR,2.06,97.6,12.16,7.85,19.7,15.04,10.95,1.37,-748506.48,4.5,0.56
208.0,Bihar,Central,940,12.57,9.94,2.63,0.96,4.67,As Expected,RESILIENT POOR,0.68,97.8,11.99,7.73,19.48,,12.58,,-1007926.01,5.28,1.0
209.0,Bihar,Central,941,14.45,10.72,3.73,1.98,5.71,As Expected,RESILIENT POOR,3.94,94.94,14.05,9.63,21.61,14.93,14.38,1.04,-1038455.49,6.72,1.0
210.0,Bihar,Central,928,13.53,13.44,0.09,-1.65,1.99,As Expected,RESILIENT POOR,14.07,82.75,21.5,16.51,29.15,12.85,14.16,0.91,-831763.91,10.88,1.0
211.0,Bihar,Central,896,20.97,12.73,8.25,6.53,10.23,Moderate Failure,RESILIENT POOR,10.91,86.15,19.22,14.42,26.8,20.04,20.76,0.97,-940251.49,12.66,0.98
212.0,Bihar,Central,887,18.12,14.17,3.95,2.25,5.83,As Expected,RESILIENT POOR,16.28,80.92,22.96,17.89,30.61,32.91,15.08,2.18,-944149.57,7.82,1.0
213.0,Bihar,Central,924,16.3,10.6,5.7,4.07,7.64,Moderate Failure,RESILIENT POOR,2.8,94.2,13.79,9.39,21.28,11.23,16.65,0.67,-1073696.29,3.95,1.0
214.0,Bihar,Central,901,5.56,11.78,-6.23,-7.95,-4.32,Outperforming,SAFE,6.1,88.68,16.96,12.32,24.46,1.74,6.15,0.28,-870995.7,10.48,1.0
215.0,Bihar,Central,909,5.54,11.06,-5.52,-7.13,-3.66,Outperforming,SAFE,6.52,92.28,15.53,10.96,23.08,4.01,5.72,0.7,-646417.51,14.19,1.0
216.0,Bihar,Central,908,5.23,10.15,-4.92,-5.76,-3.97,As Expected,SAFE,14.16,82.14,20.35,15.36,27.96,5.97,5.09,1.17,-500667.93,13.91,0.44
217.0,Bihar,Central,909,3.99,6.65,-2.66,-3.53,-1.72,As Expected,SAFE,12.21,85.2,19.29,14.42,26.92,4.59,4.03,1.14,-404047.74,15.75,0.0
218.0,Bihar,Central,939,4.3,4.82,-0.52,-1.71,0.51,As Expected,RESILIENT POOR,5.87,92.32,14.92,10.39,22.51,5.06,4.24,1.19,-270064.02,13.49,0.0
219.0,Bihar,Central,934,18.08,16.13,1.95,0.43,3.85,As Expected,RESILIENT POOR,25.87,72.29,28.51,22.95,36.33,19.41,17.95,1.08,-489831.71,16.12,1.0
220.0,Bihar,Central,910,31.64,16.76,14.88,13.26,16.82,Severe Failure,RESILIENT POOR,25.45,70.09,28.92,23.33,36.71,43.56,28.12,1.55,-535021.88,6.65,1.0
221.0,Bihar,Central,892,10.48,14.69,-4.21,-5.82,-2.18,As Expected,SAFE,15.76,78.71,22.97,17.85,30.61,11.71,10.03,1.17,-800023.79,2.66,1.0
222.0,Bihar,Central,933,26.85,11.44,15.41,13.58,17.41,Severe Failure,RESILIENT POOR,8.26,83.45,18.24,13.35,25.81,32.32,26.26,1.23,-615514.33,30.21,1.0
223.0,Bihar,Central,896,8.29,12.27,-3.98,-5.55,-2.11,As Expected,SAFE,6.77,86.43,16.81,12.11,24.36,3.27,8.62,0.38,-684739.83,10.41,1.0
224.0,Bihar,Central,925,11.02,14.53,-3.51,-5.17,-1.65,As Expected,SAFE,20.74,72.46,25.04,19.63,32.75,12.03,11.43,1.05,-286141.75,29.67,1.0
225.0,Bihar,Central,936,12.8,10.73,2.07,1.17,3.15,As Expected,RESILIENT POOR,15.27,80.38,21.36,16.26,29.01,19.4,11.44,1.7,-690668.15,4.32,0.43
226.0,Bihar,Central,932,14.98,13.53,1.46,-0.61,3.44,As Expected,RESILIENT POOR,15.18,69.42,23.41,18.06,31.06,18.46,14.91,1.24,-65979.98,34.54,1.0
227.0,Bihar,Central,915,17.54,14.39,3.15,1.61,4.98,As Expected,RESILIENT POOR,18.32,76.32,22.77,17.52,30.51,23.95,15.99,1.5,-401051.16,22.88,1.0
228.0,Bihar,Central,947,12.4,13.14,-0.74,-1.57,0.1,As Expected,RESILIENT POOR,37.29,59.78,35.19,29.04,43.15,16.11,10.2,1.58,-366585.87,22.43,0.0
229.0,Bihar,Central,949,11.75,15.51,-3.76,-4.64,-2.93,As Expected,SAFE,45.79,51.08,40.97,34.41,49.05,13.58,10.42,1.3,-245827.79,21.65,0.0
230.0,Bihar,Central,883,14.92,16.14,-1.22,-3.38,0.93,As Expected,SAFE,30.97,66.81,28.99,23.24,36.87,17.08,14.27,1.2,240099.84,51.47,1.0
231.0,Bihar,Central,972,15.65,12.84,2.81,1.06,4.63,As Expected,RESILIENT POOR,15.27,82.84,21.37,16.37,29.06,11.85,15.96,0.74,-176254.95,26.89,1.0
232.0,Bihar,Central,972,14.94,13.17,1.77,0.06,3.8,As Expected,RESILIENT POOR,15.35,83.39,20.85,15.86,28.56,20.12,13.68,1.47,-243267.51,16.76,1.0
233.0,Bihar,Central,949,11.32,6.48,4.84,3.93,5.8,As Expected,RESILIENT POOR,11.38,87.61,18.5,13.72,26.1,11.95,11.26,1.06,-516937.7,9.86,0.0
234.0,Bihar,Central,965,12.13,5.08,7.05,5.83,8.11,Moderate Failure,RESILIENT POOR,7.57,91.39,15.83,11.27,23.42,15.56,11.98,1.3,-113831.81,19.58,0.0
235.0,Bihar,Central,968,13.69,7.65,6.04,5.09,7.15,Moderate Failure,RESILIENT POOR,8.11,91.51,15.97,11.35,23.56,34.95,11.86,2.95,-363074.45,13.89,0.38
236.0,Bihar,Central,957,9.53,8.35,1.18,0.33,2.07,As Expected,RESILIENT POOR,18.33,80.26,22.63,17.53,30.37,15.84,8.15,1.95,-513023.19,14.28,0.0
237.0,Bihar,Central,957,8.21,7.56,0.65,-0.26,1.57,As Expected,RESILIENT POOR,15.78,82.3,21.16,16.12,28.88,20.96,5.95,3.52,-377827.34,18.46,0.01
238.0,Bihar,Central,912,13.14,7.64,5.5,4.57,6.62,Moderate Failure,RESILIENT POOR,9.89,81.09,18.31,13.45,25.88,13.68,13.63,1.0,-674519.7,13.75,0.0
239.0,Bihar,Central,944,33.58,15.29,18.29,16.68,20.09,Severe Failure,RESILIENT POOR,22.49,76.54,24.57,19.24,32.32,46.36,29.83,1.55,-467228.57,15.09,1.0
240.0,Bihar,Central,964,11.99,13.29,-1.3,-2.89,0.52,As Expected,SAFE,15.02,84.7,20.85,15.89,28.54,17.75,10.9,1.63,-546942.46,13.09,1.0
241.0,Sikkim,Northeast,870,37.02,27.38,9.64,8.37,11.0,Moderate Failure,CRISIS,85.28,0.09,64.63,55.72,73.54,38.19,,,159478.45,21.62,0.0
242.0,Sikkim,Northeast,893,11.18,26.77,-15.59,-17.27,-13.75,Outperforming,VULNERABLE,76.12,0.29,60.04,51.35,68.86,8.24,,,65315.89,4.4,0.0
243.0,Sikkim,Northeast,874,54.22,28.09,26.14,24.92,27.46,Severe Failure,CRISIS,88.08,0.0,64.46,55.55,73.36,54.84,,,314792.6,27.87,0.0
244.0,Sikkim,Northeast,840,43.61,31.38,12.23,9.88,14.44,Severe Failure,CRISIS,83.82,0.09,59.92,51.07,68.9,46.66,,,515224.42,63.39,0.99
245.0,Arunachal Pradesh,Northeast,903,56.93,30.35,26.57,24.57,28.69,Severe Failure,CRISIS,99.88,0.0,70.74,61.45,79.81,56.99,,,253676.13,11.18,0.0
246.0,Arunachal Pradesh,Northeast,958,42.82,30.41,12.4,10.46,14.61,Severe Failure,CRISIS,98.07,0.13,67.78,58.63,76.75,42.87,,,353194.79,8.67,0.0
247.0,Arunachal Pradesh,Northeast,930,38.41,30.48,7.93,5.94,10.03,Moderate Failure,CRISIS,93.97,0.44,71.6,62.65,80.38,40.37,,,-499702.94,13.11,0.0
248.0,Arunachal Pradesh,Northeast,941,34.53,25.98,8.55,7.43,9.79,Moderate Failure,CRISIS,78.32,4.91,56.39,47.94,65.19,39.85,13.07,3.05,283618.81,24.72,0.0
249.0,Arunachal Pradesh,Northeast,976,38.4,30.13,8.27,5.92,10.67,Moderate Failure,CRISIS,93.27,0.14,74.61,65.68,83.29,39.11,,,-822799.98,6.07,0.0
252.0,Arunachal Pradesh,Northeast,932,39.17,30.24,8.94,6.85,10.76,Moderate Failure,CRISIS,99.75,0.0,74.8,65.54,83.75,39.02,,,-344513.06,15.07,0.0
253.0,Arunachal Pradesh,Northeast,885,13.09,14.65,-1.56,-2.62,-0.34,As Expected,SAFE,30.06,58.35,29.65,23.8,37.62,15.37,10.5,1.46,-365917.55,3.09,0.0
255.0,Arunachal Pradesh,Northeast,966,43.54,30.17,13.37,11.2,15.56,Severe Failure,CRISIS,97.31,0.61,71.07,61.94,79.99,43.42,,,-61839.51,5.69,0.0
257.0,Arunachal Pradesh,Northeast,925,26.91,28.72,-1.8,-3.7,0.29,As Expected,VULNERABLE,97.46,0.0,72.48,63.13,81.57,27.27,,,-280362.08,35.36,0.0
258.0,Arunachal Pradesh,Northeast,966,42.62,23.41,19.21,17.93,20.37,Severe Failure,CRISIS,75.1,19.31,56.6,48.47,65.22,45.62,30.75,1.48,-96219.51,18.75,0.0
260.0,Arunachal Pradesh,Northeast,901,39.76,31.0,8.77,6.85,10.82,Moderate Failure,CRISIS,87.95,0.0,70.07,61.31,78.89,36.85,,,-577102.63,2.69,0.0
261.0,Nagaland,Northeast,658,39.19,28.74,10.45,8.29,12.58,Severe Failure,CRISIS,94.35,1.16,76.43,67.46,85.07,40.69,,,-729144.85,25.11,0.0
262.0,Nagaland,Northeast,743,32.65,28.67,3.98,2.83,5.48,As Expected,CRISIS,77.07,3.03,61.6,52.9,70.3,34.08,13.08,2.6,-66041.55,26.17,0.48
263.0,Nagaland,Northeast,771,17.43,28.03,-10.61,-12.41,-8.6,Outperforming,VULNERABLE,89.67,0.64,73.18,64.18,81.9,17.19,,,-528699.81,19.52,0.0
264.0,Nagaland,Northeast,529,21.14,28.31,-7.17,-8.41,-5.78,Outperforming,VULNERABLE,80.89,3.37,63.62,55.01,72.28,24.28,10.75,2.26,-53427.15,34.21,0.21
265.0,Nagaland,Northeast,864,14.84,23.96,-9.12,-11.23,-7.1,Outperforming,SAFE,54.1,14.76,43.22,35.42,51.79,20.46,7.64,2.68,521264.24,54.43,1.0
266.0,Nagaland,Northeast,861,21.87,29.01,-7.14,-9.31,-5.0,Outperforming,VULNERABLE,93.88,0.66,75.37,66.31,84.06,22.32,,,-642795.68,13.18,0.0
267.0,Nagaland,Northeast,807,37.17,34.55,2.62,0.02,5.66,As Expected,CRISIS,88.8,0.4,72.5,63.71,81.15,38.37,,,-630150.35,21.96,1.0
268.0,Nagaland,Northeast,356,26.85,34.38,-7.53,-10.26,-4.47,Outperforming,VULNERABLE,84.58,1.76,71.18,62.58,79.61,29.76,,,-929324.75,7.43,1.0
269.0,Nagaland,Northeast,784,36.13,35.33,0.8,-2.13,4.03,As Expected,CRISIS,93.2,0.4,76.72,67.84,85.29,36.83,,,-822599.9,21.97,1.0
270.0,Nagaland,Northeast,693,46.71,23.65,23.06,21.23,25.01,Severe Failure,CRISIS,69.76,5.0,55.87,47.49,64.53,53.83,11.98,4.49,209178.79,58.35,0.0
271.0,Nagaland,Northeast,801,18.6,27.41,-8.81,-10.61,-6.7,Outperforming,VULNERABLE,62.13,4.15,55.15,46.68,63.84,23.69,19.1,1.24,-400008.75,20.52,1.0
272.0,Manipur,Northeast,670,18.47,25.72,-7.25,-10.17,-4.73,Outperforming,SAFE,41.92,3.66,39.68,32.41,48.09,28.84,9.1,3.17,-357347.52,5.3,0.0
273.0,Manipur,Northeast,579,25.15,33.68,-8.53,-11.98,-5.03,Outperforming,SAFE,45.91,0.22,43.92,36.86,52.15,23.32,,,-725889.3,18.81,0.73
274.0,Manipur,Northeast,472,20.72,26.01,-5.29,-8.63,-1.91,Outperforming,SAFE,21.68,5.11,32.27,25.51,40.14,35.49,9.53,3.72,-83822.57,10.96,0.45
275.0,Manipur,Northeast,690,36.39,35.97,0.42,-3.48,4.18,As Expected,CRISIS,51.31,1.6,54.55,46.78,62.34,48.18,0.0,,-228431.96,44.97,1.0
276.0,Manipur,Northeast,752,28.56,30.76,-2.2,-8.14,2.05,As Expected,SAFE,34.12,6.81,43.82,36.83,51.37,46.02,16.6,2.77,-190166.22,35.34,0.0
277.0,Manipur,Northeast,734,34.03,26.31,7.72,2.77,11.22,Moderate Failure,CRISIS,41.18,1.78,50.19,42.53,57.74,56.95,0.0,,324236.56,65.18,0.0
278.0,Manipur,Northeast,674,35.25,33.12,2.13,-2.36,6.6,As Expected,CRISIS,31.69,6.42,46.48,39.04,53.89,58.96,10.96,5.38,92006.64,42.3,1.0
279.0,Manipur,Northeast,530,26.08,30.51,-4.42,-6.9,-1.54,As Expected,SAFE,44.14,0.72,43.32,35.85,51.69,28.19,,,-682204.72,20.91,0.91
280.0,Manipur,Northeast,481,22.0,23.85,-1.85,-4.86,0.51,As Expected,SAFE,37.39,6.37,42.06,34.86,50.02,31.22,12.6,2.48,-182271.82,18.53,0.0
281.0,Mizoram,Northeast,770,5.91,27.27,-21.35,-22.64,-20.07,Outperforming,VULNERABLE,87.33,0.37,62.36,53.5,71.18,5.51,,,177442.84,24.17,0.04
282.0,Mizoram,Northeast,842,4.62,27.68,-23.06,-24.83,-21.23,Outperforming,VULNERABLE,94.75,0.11,62.92,54.06,71.82,4.57,,,471603.69,62.82,0.0
283.0,Mizoram,Northeast,791,12.89,32.68,-19.79,-22.84,-17.04,Outperforming,VULNERABLE,97.14,0.22,60.79,52.06,69.54,12.93,,,931212.23,84.47,1.0
284.0,Mizoram,Northeast,839,14.09,28.55,-14.46,-15.89,-13.09,Outperforming,VULNERABLE,97.52,0.0,65.85,56.79,74.79,14.08,,,376251.18,42.17,0.0
285.0,Mizoram,Northeast,808,5.14,33.25,-28.11,-30.43,-25.9,Outperforming,VULNERABLE,94.44,0.0,63.21,54.27,72.08,4.94,,,454215.58,57.64,1.0
286.0,Mizoram,Northeast,847,8.66,33.57,-24.91,-26.8,-22.77,Outperforming,VULNERABLE,94.27,0.2,64.21,55.31,73.09,8.93,,,349092.56,44.85,0.93
287.0,Mizoram,Northeast,752,10.13,35.53,-25.4,-27.32,-22.93,Outperforming,VULNERABLE,89.2,0.12,64.95,56.29,73.66,9.53,,,-74026.59,23.05,1.0
288.0,Mizoram,Northeast,764,11.61,32.51,-20.9,-22.79,-18.87,Outperforming,VULNERABLE,87.67,1.02,61.96,53.2,70.82,11.75,,,299229.94,47.05,0.92
291.0,Tripura,Northeast,702,15.64,26.69,-11.05,-12.73,-9.13,Outperforming,VULNERABLE,52.19,32.89,44.77,37.79,52.98,23.55,8.07,2.92,-593724.58,16.32,0.98
295.0,Meghalaya,Northeast,697,23.91,28.06,-4.15,-6.52,-2.15,As Expected,VULNERABLE,56.06,1.75,50.39,42.75,58.86,16.74,5.58,3.0,-402360.72,10.75,0.08
297.0,Meghalaya,Northeast,748,35.25,32.64,2.62,0.66,5.06,As Expected,CRISIS,74.83,3.17,63.29,54.86,71.86,38.97,24.15,1.61,-522636.53,11.42,1.0
298.0,Meghalaya,Northeast,782,48.41,32.8,15.61,13.42,17.75,Severe Failure,CRISIS,82.02,1.57,63.59,54.97,72.27,50.54,18.02,2.8,59654.07,50.72,1.0
300.0,Assam,Northeast,878,5.35,12.15,-6.8,-7.85,-5.33,Outperforming,SAFE,5.9,75.67,15.65,10.91,23.28,2.26,5.95,0.38,-533581.09,5.97,0.5
302.0,Assam,Northeast,905,7.35,13.55,-6.2,-7.77,-4.29,Outperforming,SAFE,4.77,79.64,14.62,9.96,22.24,4.72,7.04,0.67,-572152.34,14.71,1.0
303.0,Assam,Northeast,902,7.69,10.82,-3.13,-4.75,-1.21,As Expected,SAFE,2.42,91.23,13.62,9.16,21.18,4.65,8.3,0.56,-556741.22,10.4,1.0
304.0,Assam,Northeast,889,5.51,6.65,-1.14,-2.05,-0.07,As Expected,SAFE,7.48,87.46,15.96,11.36,23.56,3.26,5.66,0.58,-628535.52,9.13,0.0
307.0,Assam,Northeast,884,7.39,11.96,-4.56,-6.37,-3.09,As Expected,SAFE,10.29,62.77,18.87,13.78,26.62,1.94,8.5,0.23,-476510.58,10.35,0.0
308.0,Assam,Northeast,901,5.1,5.79,-0.69,-1.62,0.48,As Expected,RESILIENT POOR,3.97,90.77,13.89,9.46,21.45,2.69,4.93,0.54,-737215.37,7.71,0.0
309.0,Assam,Northeast,903,6.26,13.86,-7.6,-9.33,-5.8,Outperforming,SAFE,16.61,79.99,20.29,15.26,28.0,11.57,5.43,2.13,-310424.51,24.79,1.0
310.0,Assam,Northeast,913,5.35,13.2,-7.84,-9.49,-6.03,Outperforming,SAFE,14.76,82.53,19.96,15.05,27.62,11.3,4.06,2.78,-234407.12,22.07,0.97
313.0,Assam,Northeast,897,10.54,9.58,0.96,0.09,1.84,As Expected,RESILIENT POOR,17.34,75.66,22.09,16.94,29.83,19.25,8.25,2.33,-538454.48,8.37,0.0
315.0,Assam,Northeast,628,20.22,27.63,-7.41,-11.68,-4.24,Outperforming,SAFE,39.57,0.86,37.64,30.75,45.98,39.26,,,-176017.87,38.05,0.0
316.0,Assam,Northeast,558,10.11,31.53,-21.42,-24.67,-18.21,Outperforming,SAFE,37.09,19.24,34.51,28.26,42.55,9.3,14.0,0.66,-430608.58,21.84,1.0
317.0,Assam,Northeast,755,15.16,20.09,-4.93,-7.38,-2.06,As Expected,SAFE,7.13,61.29,15.14,10.38,22.82,19.26,14.98,1.29,-560783.19,9.09,0.99
318.0,Assam,Northeast,568,12.73,20.12,-7.39,-11.4,-4.16,Outperforming,SAFE,10.33,45.33,16.6,11.75,24.3,23.85,11.72,2.03,-534081.13,10.62,0.06
319.0,Assam,Northeast,915,3.98,12.89,-8.91,-10.5,-6.96,Outperforming,SAFE,8.26,84.15,16.27,11.58,23.91,5.75,4.03,1.43,-365406.14,16.05,1.0
320.0,Assam,Northeast,890,6.4,10.83,-4.42,-5.53,-2.8,As Expected,SAFE,3.89,80.87,14.68,9.94,22.34,2.96,6.92,0.43,-608539.93,7.32,0.68
