district_code,district_name,state_name,disruption_rate_pct,piped_water_coverage_pct,reliability_gap,mean_wvi_score,mean_cci_score,mean_idi_score,district_typology,n_households,total_weighted_pop
261.0,Mon,Nagaland,39.18592050487587,94.35213398116859,23.265866237998026,49.26820440883109,40.80141717394024,6.041371512348157,High Coverage High Disruption (Reliability Gap),658,64.418844
500.0,Buldana,Maharashtra,44.13621938166047,74.35591792127909,23.24633515114941,42.766145749512326,56.971664194850554,5.127540861594176,High Coverage High Disruption (Reliability Gap),830,1267.6757
523.0,Bid,Maharashtra,42.71857242322866,56.011072320083166,22.85990257343633,44.363965427796174,53.47581007468484,4.329214115204732,Low Coverage High Disruption (Traditional Vulnerability),715,982.59262
875.0,South West Khasi Hills,Meghalaya,40.27697909829967,81.74640845401,22.705085736089934,53.924750807411364,43.10591445197241,5.240110748681247,High Coverage High Disruption (Reliability Gap),623,28.865355
557.0,Bijapur,Karnataka,41.873109100146,59.78910392554222,22.069462224652078,43.523268698599296,53.257931821012846,4.615274849387488,High Coverage High Disruption (Reliability Gap),792,897.3796239999999
561.0,Gadag,Karnataka,41.84696403186662,85.61150469620019,22.048789322214947,36.27568984229714,53.50349671336005,5.971374670805284,High Coverage High Disruption (Reliability Gap),797,541.648653
255.0,Lower Subansiri,Arunachal Pradesh,43.54073422708731,97.30828511540155,21.83256914677793,44.14967487126116,59.18087965109834,6.022469301062988,High Coverage High Disruption (Reliability Gap),966,32.660740000000004
258.0,Lower Dibang Valley,Arunachal Pradesh,42.61926983658385,75.10488127865624,21.727416280020215,43.02872328596957,59.794461033737264,4.986407558154946,High Coverage High Disruption (Reliability Gap),966,30.255638
859.0,Morbi,Gujarat,45.952283409980375,71.77926225340863,21.693285159465578,32.044607199640154,68.5702546977826,5.6942173214380905,High Coverage High Disruption (Reliability Gap),791,389.764566
562.0,Dharwad,Karnataka,43.28497569946642,88.92305820125944,21.582658496805728,26.714289324414803,61.14456548092761,6.450025686060212,High Coverage High Disruption (Reliability Gap),740,939.7509699999999
244.0,East District,Sikkim,43.6117148876176,83.81638354501193,21.4531724393096,25.907471021168217,58.96633372501363,5.971419876291444,High Coverage High Disruption (Reliability Gap),840,194.40094299999998
260.0,Anjaw,Arunachal Pradesh,39.76436271113281,87.95441007758102,21.374613283465397,50.95938149293082,48.43830640975214,5.447961470745255,High Coverage High Disruption (Reliability Gap),901,11.004625
480.0,Amreli,Gujarat,44.07834039140903,65.97964674290193,21.11984885226886,38.460554888991794,65.10866850235192,5.00736670791642,High Coverage High Disruption (Reliability Gap),827,670.7918999999999
249.0,Upper Subansiri,Arunachal Pradesh,38.395695951128104,93.27345893620857,21.094140397003585,52.165018766681655,48.51295078347339,5.738336517287197,High Coverage High Disruption (Reliability Gap),976,33.863556
11.0,Ganderbal,Jammu & Kashmir,45.03305465503528,94.76683226169935,20.789572181394256,30.326249460096918,59.57040461337216,5.94074862698177,High Coverage High Disruption (Reliability Gap),849,106.058133
900.0,Nalgonda,Telangana,43.560116214433215,80.32485074054274,20.719551370505926,33.40201015156728,56.7859539484476,5.619890393331208,High Coverage High Disruption (Reliability Gap),491,564.3361
581.0,Kolar,Karnataka,43.428824961320565,49.27084620721846,20.65140137385879,33.45582572700975,62.2457071397739,4.862327926498702,Low Coverage High Disruption (Traditional Vulnerability),567,505.181285
887.0,Jangoan,Telangana,41.68167906527408,73.51557745913449,20.621822992355156,41.15089609149037,50.310805179074,5.027477348267687,High Coverage High Disruption (Reliability Gap),429,168.927036
502.0,Washim,Maharashtra,40.31739084032554,60.86895094346898,20.399121965725485,46.44342727178898,55.00320116368084,4.330340390454201,High Coverage High Disruption (Reliability Gap),703,491.23389900000006
574.0,Hassan,Karnataka,42.981150132484345,74.54323344402808,20.260503214065494,36.597475492673446,60.34637171867583,5.337609990778954,High Coverage High Disruption (Reliability Gap),815,962.366923
906.0,Sangareddy,Telangana,39.53960592665017,55.19917373407686,20.25927402042117,44.43357276115314,46.79008042567248,4.0429923933643455,Low Coverage High Disruption (Traditional Vulnerability),599,472.600393
509.0,Chandrapur,Maharashtra,41.45781710389599,71.66331234911523,20.215050555746814,40.751717020694656,59.90261958437039,5.010519419149404,High Coverage High Disruption (Reliability Gap),870,1192.1838860000003
269.0,Kiphire,Nagaland,36.12922424035327,93.20483733699463,20.178235064287367,49.20194986139626,40.90327277016396,5.986460302930609,High Coverage High Disruption (Reliability Gap),784,27.368115999999997
247.0,East Kameng,Arunachal Pradesh,38.408938178733436,93.9680222469727,20.062723715443177,49.35392820829734,51.26514183779585,5.96196694208294,High Coverage High Disruption (Reliability Gap),930,26.869992999999997
267.0,Tuensang,Nagaland,37.172167777723814,88.79605390338644,19.919977057931767,47.1829823386837,45.733979656545266,5.79691765628047,High Coverage High Disruption (Reliability Gap),807,75.607272
18.0,Kishtwar,Jammu & Kashmir,43.518425796378615,87.11942957505174,19.919890300380615,33.6234306731158,55.63587241515876,5.39036094183158,High Coverage High Disruption (Reliability Gap),726,94.807354
555.0,Belgaum,Karnataka,41.180458190442145,67.88958529291298,19.792949024762944,38.68371575817442,58.434271774097134,5.128053946092279,High Coverage High Disruption (Reliability Gap),846,2323.888065
891.0,Karimnagar,Telangana,42.52112664670071,76.68922560211088,19.779857603308677,32.52433396362547,59.477603014211006,5.4808967626125655,High Coverage High Disruption (Reliability Gap),521,343.87852
505.0,Nagpur,Maharashtra,43.14654284504327,94.576246411632,19.555576039610575,27.42792767648921,69.68472449128828,6.4459368911728685,High Coverage High Disruption (Reliability Gap),908,2299.944217
252.0,Upper Siang,Arunachal Pradesh,39.1730597886651,99.75374398944398,19.485113995651986,45.73214263165829,55.8743005939844,6.187214490570048,High Coverage High Disruption (Reliability Gap),932,13.250438
878.0,West Khasi Hills,Meghalaya,35.20040511645452,81.67401195256913,19.33889912908437,53.624927118857656,42.65467028186347,5.402356498090851,High Coverage High Disruption (Reliability Gap),598,82.02086
246.0,West Kameng,Arunachal Pradesh,42.815923718439755,98.07175859357304,19.160256869045426,39.2721357513507,61.62865684164125,6.066395960950681,High Coverage High Disruption (Reliability Gap),958,31.435120000000005
512.0,Hingoli,Maharashtra,39.139904495261305,61.31879553846705,19.13589536492789,46.92040007019674,53.35127217094518,4.488344853169884,High Coverage High Disruption (Reliability Gap),835,535.0394200000001
633.0,Tiruppur,Tamil Nadu,41.055852034694716,95.53941319541015,19.03584380193759,28.64655904794824,59.948204981995666,6.630158418454145,High Coverage High Disruption (Reliability Gap),864,1710.130625
632.0,Coimbatore,Tamil Nadu,41.561993678738524,98.37739176963768,18.89457225206172,22.70197962757306,63.70431770787431,6.911093542518227,High Coverage High Disruption (Reliability Gap),873,2344.431101
626.0,Ramanathapuram,Tamil Nadu,40.54043850468947,76.26473389617371,18.719845518728608,35.89529325580113,55.34276354946357,5.697256462068385,High Coverage High Disruption (Reliability Gap),659,627.786764
807.0,Siang,Arunachal Pradesh,38.33899389682854,92.6452016798979,18.391308807887455,46.39707547928348,58.66019886605627,5.791137628424356,High Coverage High Disruption (Reliability Gap),956,10.667076999999999
612.0,Dindigul,Tamil Nadu,39.13952576010065,90.95140622752339,18.331939296093022,36.145145321484186,53.691859630230994,6.316089184182837,High Coverage High Disruption (Reliability Gap),894,1463.8900290000001
297.0,Ribhoi,Meghalaya,35.25250192280413,74.82995846064868,18.100113703171587,52.90496975169549,44.788907009596365,5.169167555260133,High Coverage High Disruption (Reliability Gap),748,99.673439
571.0,Tumkur,Karnataka,40.12878776549695,64.45681807025323,17.68662432799574,36.449969101419896,60.297869402592696,5.151087248704447,High Coverage High Disruption (Reliability Gap),759,1401.059016
115.0,Barmer,Unknown State,39.86882813813022,57.33543930754897,17.658726167347716,41.433218360443334,58.565569766757946,4.84310498304587,High Coverage High Disruption (Reliability Gap),728,847.960366
239.0,Jehanabad,Bihar,33.57510613944716,22.49452466392893,17.57973298014452,57.94954815722614,44.181830343757134,2.4208091514091663,Low Coverage High Disruption (Traditional Vulnerability),944,496.56632299999995
