district_code,district_name,state_name,disruption_rate_pct,piped_water_coverage_pct,reliability_gap,mean_wvi_score,mean_cci_score,mean_idi_score,district_typology,n_households,total_weighted_pop
275.0,Bishnupur,Manipur,36.393408877948964,51.309590788682854,17.522799816114937,35.219762626390086,47.00554360725069,4.913752033448227,Low Coverage High Disruption (Traditional Vulnerability),690,91.661419
801.0,East Siang,Arunachal Pradesh,37.750721596655445,82.6916130169546,16.362484555135506,38.83059494723841,64.60515836836183,5.543921079998664,High Coverage High Disruption (Reliability Gap),949,33.787227
568.0,Shimoga,Karnataka,39.37968149491122,79.09945230400739,16.293259153379626,33.77764176666303,63.53771968354637,5.5753435963110265,High Coverage High Disruption (Reliability Gap),877,931.701723
494.0,Diu,Dadra & Nagar Haveli and Daman & Diu,39.72561645597583,87.58505451506308,16.288682180491094,30.61345024176993,70.78292105082674,6.27720207343542,High Coverage High Disruption (Reliability Gap),900,17.337410000000002
504.0,Wardha,Maharashtra,38.07648777328229,83.5119882502033,15.805126828371812,38.9676602844447,62.6569877531466,5.728119804002396,High Coverage High Disruption (Reliability Gap),884,714.14342
241.0,North District,Sikkim,37.016774900042144,85.27988647628018,15.527733605625222,39.25009607466897,53.9647712568398,5.564736245179599,High Coverage High Disruption (Reliability Gap),870,17.803504000000004
584.0,Ramanagara,Karnataka,38.374017537605134,78.44077825626053,15.49128341043313,35.8512183595545,61.00646508083533,5.740040726148393,High Coverage High Disruption (Reliability Gap),700,490.613053
575.0,Dakshina Kannada,Karnataka,39.71714167012279,57.17692713447649,15.310639267744143,29.066678295194176,69.25405286262466,4.827768514032769,High Coverage High Disruption (Reliability Gap),839,1132.658671
803.0,Kurung Kumey,Arunachal Pradesh,34.04447338705644,95.45457475772614,14.948503397671125,49.16950516685763,52.30528296528107,5.866233881293603,High Coverage High Disruption (Reliability Gap),542,21.716538
573.0,Mandya,Karnataka,37.56248146163369,82.58370278000656,14.90591230768272,37.80256152734248,58.830085814324484,5.8772481022644625,High Coverage High Disruption (Reliability Gap),811,959.5000009999999
220.0,Vaishali,Bihar,31.640958083399944,25.451425172772847,14.709169710048041,57.885882380357806,49.057997704180785,2.7500480343283673,Low Coverage High Disruption (Traditional Vulnerability),910,1544.3954880000001
898.0,Medchal-Malkajgiri,Telangana,38.59974989776233,74.92778048131392,14.501241111833643,18.4683695781177,66.25982532388309,6.027091381953535,High Coverage High Disruption (Reliability Gap),437,138.63530500000002
624.0,Theni,Tamil Nadu,36.63229746379779,95.43462423044924,14.350914373843125,29.11432690047787,59.152905291007244,6.9617330620692535,High Coverage High Disruption (Reliability Gap),914,819.0065810000001
560.0,Koppal,Karnataka,33.789925126357595,88.66354276195348,14.191433558480782,44.40976359436847,50.64453417590561,6.068488055993552,High Coverage High Disruption (Reliability Gap),716,554.0282090000001
1.0,Kupwara,Jammu & Kashmir,37.21315658471367,82.25349793299033,14.070587167018274,34.35656687747731,58.23418317205104,5.397255443196117,High Coverage High Disruption (Reliability Gap),821,249.107688
556.0,Bagalkot,Karnataka,33.37222857357334,82.30349753566895,14.019808518447096,39.521360517829564,51.759306669729526,5.875096188756541,High Coverage High Disruption (Reliability Gap),735,747.014283
576.0,Kodagu,Karnataka,37.77740287781588,50.7768172669233,13.680047815184952,37.24472639183775,65.19413015001139,4.060096475381062,Low Coverage High Disruption (Traditional Vulnerability),859,299.801459
118.0,Pali,Unknown State,38.12869682400471,80.06118322141819,13.581151325753947,33.2620788436669,64.87800874152586,5.613592601054445,High Coverage High Disruption (Reliability Gap),800,915.971384
278.0,Imphal East,Manipur,35.25153436476818,31.69016528963925,13.548108226763958,29.751229571970356,55.73790856861677,4.313841551959288,Low Coverage High Disruption (Traditional Vulnerability),674,187.921579
640.0,South Andaman,Andaman & Nicobar Islands,38.139911953700725,92.520506855304,13.318330842310445,20.45707827901415,67.14927616972491,6.362292059942059,High Coverage High Disruption (Reliability Gap),831,124.642831
564.0,Haveri,Karnataka,33.57940721843831,85.48345503025908,13.183606891214016,40.15917458110249,53.189315324437864,5.779285712486421,High Coverage High Disruption (Reliability Gap),820,781.258848
577.0,Mysore,Karnataka,34.80942236228661,88.66934465932233,12.765981076531183,30.131765972811472,59.760734753172194,6.395439984009502,High Coverage High Disruption (Reliability Gap),789,1948.5019829999997
907.0,Siddipet,Telangana,34.789530936952644,72.66150831622774,12.63574700111024,37.466273448726575,56.56625545260266,5.277150536171294,High Coverage High Disruption (Reliability Gap),489,341.369078
615.0,Perambalur,Tamil Nadu,34.44597317003354,93.03955142429038,12.476329257188166,39.29767665948944,54.884385020446,6.118191486978041,High Coverage High Disruption (Reliability Gap),836,368.82282399999997
262.0,Mokokchung,Nagaland,32.650033836459556,77.07499426173842,12.461061542890139,41.86544686037672,55.094739646149264,5.328497321002424,High Coverage High Disruption (Reliability Gap),743,65.080686
873.0,North Garo Hills,Meghalaya,29.886313182269802,18.45208625197978,12.410347594204119,55.53146083086094,53.35582545402267,2.3490859755986127,Low Coverage High Disruption (Traditional Vulnerability),846,67.631236
828.0,Dantewada,Chhattisgarh,26.86049524205922,46.31502398957943,12.261251905465999,54.35371113707355,41.78401347320619,3.5116099203142634,Low Coverage High Disruption (Traditional Vulnerability),841,145.077783
87.0,Mewat,Haryana,33.91957598999703,61.82145760242754,12.255019627410299,41.67956930853097,56.89119589020911,4.581281910682329,High Coverage High Disruption (Reliability Gap),822,388.728565
630.0,Dharmapuri,Tamil Nadu,33.839856477882584,92.90561196314155,12.253770279393152,39.99717622710852,52.29760756674905,6.006978780158912,High Coverage High Disruption (Reliability Gap),884,1062.223459
